0;15;1;41.77671068427371
0;15;2;46.698679471788715
0;15;3;51.26050420168067
0;15;4;51.50060024009604
0;15;5;50.18007202881153
0;15;6;51.86074429771909
0;15;7;52.34093637454982
0;15;8;53.301320528211285
0;15;9;54.50180072028812
0;15;10;54.26170468187274
0;15;11;52.581032412965186
0;15;12;54.38175270108043
0;15;13;51.7406962785114
0;15;14;54.621848739495796
0;15;15;52.34093637454982
0;15;16;51.980792316926774
0;15;17;53.301320528211285
0;15;18;51.7406962785114
0;15;19;52.82112845138055
0;15;20;51.62064825930373
0;15;21;54.50180072028812
0;15;22;52.22088835534213
0;15;23;51.02040816326531
0;15;24;52.581032412965186
0;15;25;51.380552220888354
0;20;1;43.81752701080432
0;20;2;51.62064825930373
0;20;3;52.34093637454982
0;20;4;51.7406962785114
0;20;5;52.82112845138055
0;20;6;52.10084033613446
0;20;7;52.581032412965186
0;20;8;54.26170468187274
0;20;9;52.34093637454982
0;20;10;52.581032412965186
0;20;11;52.22088835534213
0;20;12;52.34093637454982
0;20;13;51.86074429771909
0;20;14;51.140456182472995
0;20;15;51.50060024009604
0;20;16;54.50180072028812
0;20;17;52.94117647058824
0;20;18;52.10084033613446
0;20;19;52.10084033613446
0;20;20;50.90036014405762
0;20;21;51.7406962785114
0;20;22;51.02040816326531
0;20;23;51.7406962785114
0;20;24;51.140456182472995
0;20;25;50.3001200480192
0;25;1;47.418967587034814
0;25;2;50.66026410564226
0;25;3;53.301320528211285
0;25;4;53.421368547418965
0;25;5;52.460984393757506
0;25;6;54.14165666266506
0;25;7;55.22208883553421
0;25;8;53.421368547418965
0;25;9;52.22088835534213
0;25;10;51.86074429771909
0;25;11;52.10084033613446
0;25;12;52.94117647058824
0;25;13;52.460984393757506
0;25;14;53.301320528211285
0;25;15;52.581032412965186
0;25;16;50.18007202881153
0;25;17;51.50060024009604
0;25;18;48.97959183673469
0;25;19;50.3001200480192
0;25;20;48.85954381752701
0;25;21;48.97959183673469
0;25;22;48.97959183673469
0;25;23;49.21968787515006
0;25;24;51.02040816326531
0;25;25;47.89915966386555
0;30;1;48.97959183673469
0;30;2;48.49939975990396
0;30;3;54.98199279711885
0;30;4;54.14165666266506
0;30;5;50.18007202881153
0;30;6;53.1812725090036
0;30;7;53.54141656662665
0;30;8;53.06122448979592
0;30;9;53.78151260504202
0;30;10;52.34093637454982
0;30;11;52.82112845138055
0;30;12;51.980792316926774
0;30;13;50.780312124849935
0;30;14;51.140456182472995
0;30;15;52.581032412965186
0;30;16;52.22088835534213
0;30;17;49.81992797118848
0;30;18;48.97959183673469
0;30;19;48.85954381752701
0;30;20;47.29891956782713
0;30;21;48.619447779111646
0;30;22;47.539015606242494
0;30;23;48.25930372148859
0;30;24;48.619447779111646
0;30;25;46.45858343337335
0;35;1;49.339735894357744
0;35;2;55.22208883553421
0;35;3;53.421368547418965
0;35;4;53.1812725090036
0;35;5;52.34093637454982
0;35;6;50.66026410564226
0;35;7;50.90036014405762
0;35;8;51.02040816326531
0;35;9;51.26050420168067
0;35;10;50.06002400960384
0;35;11;50.90036014405762
0;35;12;49.81992797118848
0;35;13;49.459783913565424
0;35;14;48.85954381752701
0;35;15;49.69987995198079
0;35;16;50.42016806722689
0;35;17;49.459783913565424
0;35;18;49.21968787515006
0;35;19;47.89915966386555
0;35;20;49.09963985594238
0;35;21;46.21848739495798
0;35;22;47.29891956782713
0;35;23;46.45858343337335
0;35;24;47.539015606242494
0;35;25;46.578631452581035
0;40;1;48.37935174069628
0;40;2;51.50060024009604
0;40;3;53.06122448979592
0;40;4;52.701080432172866
0;40;5;50.18007202881153
0;40;6;49.69987995198079
0;40;7;50.540216086434576
